URL,ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTSCORE,LATENCY,COMPRESSION RATE,TOTAL TOKENS
https://tienphong.vn/my-va-israel-tan-cong-iran-thi-truong-dau-mo-co-the-doi-mat-noi-lo-so-toi-te-nhat-post1824011.tpo,0.1564,0.1388,0.1117,0.0012,0.6344,5141,13.9500,2619
https://tienphong.vn/ruoc-bien-dat-bo-ngu-dan-quang-tri-boi-thu-post1823995.tpo,0.2888,0.2189,0.2092,0.0256,0.6474,9801,27.2200,1414
https://tienphong.vn/cao-toc-cao-lanh-an-huu-chua-lam-xong-vi-sao-dong-thap-de-xuat-mo-rong-post1823986.tpo,0.3124,0.2436,0.2510,0.0468,0.6555,5830,31.9800,1411
https://tienphong.vn/hang-hoa-qua-cua-khau-quang-ninh-tang-manh-post1823958.tpo,0.1679,0.1442,0.1274,0.0039,0.5561,3107,18.4000,1325
https://tienphong.vn/chu-tich-tong-giam-doc-nhieu-doanh-nghiep-dua-co-phieu-post1823910.tpo,0.0841,0.0697,0.0669,0.0000,0.5564,3182,6.7000,2427
https://tienphong.vn/thu-tuong-kiem-tra-du-an-duong-bang-san-bay-phu-cat-post1823946.tpo,0.2777,0.2316,0.2156,0.0278,0.6235,3898,26.1200,1484
https://tienphong.vn/thu-tuong-thi-sat-du-an-cao-toc-quang-ngai-hoai-nhon-hon-20000-ty-post1823941.tpo,0.2451,0.2124,0.2103,0.0244,0.6476,4627,22.3800,1640
https://tienphong.vn/lanh-dao-nhieu-doanh-nghiep-ung-cu-dai-bieu-quoc-hoi-post1823909.tpo,0.2429,0.1875,0.1728,0.0154,0.6258,5794,20.5500,1872
https://tienphong.vn/ly-do-nhieu-doanh-nghiep-thoai-von-bat-thanh-post1823680.tpo,0.0997,0.0902,0.0818,0.0001,0.6199,3400,9.8900,2003
https://tienphong.vn/gia-dau-vang-tang-dung-dung-vi-my-khong-kich-iran-post1823885.tpo,0.1855,0.1595,0.1467,0.0044,0.6245,6266,18.7000,2020
https://tienphong.vn/gia-vang-quoc-te-co-the-con-tang-manh-post1823905.tpo,0.0490,0.0452,0.0449,0.0000,0.5803,3619,4.6900,3461
https://tienphong.vn/nhieu-an-so-thang-3-vn-index-co-chinh-phuc-duoc-1900-diem-post1823912.tpo,0.0851,0.0780,0.0729,0.0000,0.5622,2549,8.8300,1800
https://tienphong.vn/nguoi-mua-vang-lai-dam-post1823873.tpo,0.3475,0.2683,0.2627,0.0413,0.6743,5046,35.0300,1268
https://tienphong.vn/bo-xay-dung-danh-gia-toan-dien-hieu-qua-dau-tu-san-bay-long-thanh-post1823803.tpo,0.1980,0.1713,0.1706,0.0087,0.6278,6535,18.7100,2019
https://tienphong.vn/nong-dan-chuyen-nghiep-khong-mac-ao-vest-di-hoi-thao-post1823790.tpo,,,,,,,,
https://tienphong.vn/chu-xe-noi-thang-ve-vinfast-vf-8-dang-gia-toi-tung-xu-van-hanh-yen-tam-tuyet-doi-post1823770.tpo,,,,,,,,
https://tienphong.vn/xuat-khau-tang-manh-ngay-dau-nam-post1823760.tpo,,,,,,,,
https://tienphong.vn/khoi-cong-metro-ben-thanh-thu-thiem-truoc-ngay-204-post1823738.tpo,,,,,,,,
https://tienphong.vn/chu-tich-hdqt-vietcombank-nghi-quyet-79-tao-dong-luc-de-ngan-hang-thuong-mai-nha-nuoc-phat-huy-vai-tro-chu-luc-post1823739.tpo,,,,,,,,
https://tienphong.vn/co-tinh-khong-nhan-chuyen-khoan-de-giau-doanh-thu-tron-thue-post1823685.tpo,,,,,,,,
https://tienphong.vn/tap-doan-tt-group-de-xuat-loat-du-an-chien-luoc-tai-dak-lak-post1823701.tpo,,,,,,,,
https://tienphong.vn/tiet-kiem-toi-25-trieu-dong-tien-nhien-lieu-moi-thang-chu-xe-bay-to-biet-the-mua-vinfast-vf-8-som-hon-post1823663.tpo,,,,,,,,
https://tienphong.vn/chu-dau-tu-dai-ly-vinfast-tiet-lo-cong-thuc-ban-tren-10000-xe-o-to-dien-moi-nam-tu-mo-hinh-kinh-doanh-sieu-doc-post1823660.tpo,,,,,,,,
https://tienphong.vn/gia-vang-tang-rat-manh-post1823656.tpo,,,,,,,,
https://tienphong.vn/tiem-an-rui-ro-dut-gay-thong-tin-truy-xuat-thuy-san-post1823422.tpo,,,,,,,,
https://tienphong.vn/go-the-vang-thuy-san-khong-con-cho-cho-chu-quan-hinh-thuc-post1823557.tpo,,,,,,,,
https://tienphong.vn/doanh-nghiep-bo-dao-nha-muon-tham-gia-cac-du-an-nang-luong-tai-tao-o-viet-nam-post1823596.tpo,,,,,,,,
https://tienphong.vn/pho-thu-tuong-thuong-truc-nguyen-hoa-binh-dinh-huong-tang-truong-ben-vung-cua-nganh-cao-su-post1823553.tpo,,,,,,,,
https://tienphong.vn/vietinbank-nam-2025-cai-thien-hieu-qua-tang-truong-ben-vung-post1823572.tpo,,,,,,,,
https://tienphong.vn/nhiet-dien-quang-ninh-khong-chi-pho-tong-bi-bat-chu-tich-va-ceo-tung-dinh-cham-post1823513.tpo,,,,,,,,
https://tienphong.vn/khong-de-dut-nguon-cung-xang-dau-vi-cang-thang-trung-dong-post1823508.tpo,,,,,,,,
https://tienphong.vn/gia-tang-tinh-trang-quay-roi-de-doa-khi-thu-hoi-no-post1823519.tpo,,,,,,,,
https://tienphong.vn/chung-khoan-pakistan-sup-do-post1823537.tpo,,,,,,,,
https://tienphong.vn/sau-tet-gia-thuc-pham-tai-tphcm-bien-dong-ra-sao-post1823516.tpo,,,,,,,,
https://tienphong.vn/cang-ca-lon-nhat-mien-trung-se-thanh-cang-du-lich-post1823505.tpo,,,,,,,,
https://tienphong.vn/bidv-va-giai-phap-giup-ho-kinh-doanh-chuan-hoa-tai-khoan-post1823512.tpo,,,,,,,,
https://tienphong.vn/ly-do-thanh-toan-giao-dich-chung-khoan-cham-tre-post1823488.tpo,,,,,,,,
https://tienphong.vn/doanh-nghiep-noi-ve-nut-that-co-che-khien-nguon-luc-dung-yen-tren-so-sach-post1823054.tpo,,,,,,,,
https://tienphong.vn/vi-sao-cac-cong-ty-xo-so-mien-nam-muon-sap-nhap-post1823437.tpo,,,,,,,,
https://tienphong.vn/my-bo-thue-doi-ung-tac-dong-gi-toi-doanh-nghiep-viet-post1823339.tpo,,,,,,,,
https://tienphong.vn/trung-tam-tai-chinh-quoc-te-tphcm-van-hanh-nhu-the-nao-post1815902.tpo,,,,,,,,
https://tienphong.vn/de-xuat-moi-ve-tien-gui-post1823427.tpo,,,,,,,,
https://tienphong.vn/ly-do-nen-tang-goi-xe-doanh-nghiep-van-tai-khach-gap-kho-ve-hoa-don-dien-tu-post1823429.tpo,,,,,,,,
https://tienphong.vn/toan-canh-du-an-san-bay-long-thanh-16-ty-usd-post1823218.tpo,,,,,,,,
https://tienphong.vn/chuyen-doi-so-cu-hich-chien-luoc-cua-vietinbank-post1823384.tpo,,,,,,,,
https://tienphong.vn/ngan-hang-soi-dong-cuoc-dua-hut-tien-gui-dau-nam-post1823253.tpo,,,,,,,,
https://tienphong.vn/gia-vang-bac-giam-manh-sau-ngay-via-than-tai-post1823367.tpo,,,,,,,,
https://tienphong.vn/16-ty-usd-lam-san-bay-long-thanh-nhin-vao-dang-cap-changi-incheon-va-tham-vong-bac-kinh-post1823210.tpo,,,,,,,,
https://tienphong.vn/dieu-moi-la-nhat-ngay-via-than-tai-nam-nay-post1823225.tpo,,,,,,,,
https://tienphong.vn/pho-vang-bac-sam-uat-bong-dung-vang-tanh-vang-ngat-post1823298.tpo,,,,,,,,
