URL,ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTSCORE,LATENCY,COMPRESSION RATE,TOTAL TOKENS
https://tienphong.vn/cac-nguoi-dep-hoa-hau-viet-nam-check-in-tai-ngoi-chua-2000-nam-tuoi-o-bac-ninh-post1824000.tpo,0.3760,0.2991,0.2338,0.0463,0.6105,6146,34.3500,1265
https://tienphong.vn/bien-nguoi-do-ve-song-day-xem-cac-do-vat-post1823974.tpo,0.1750,0.1380,0.1345,0.0015,0.5790,2627,15.5700,1138
https://tienphong.vn/hieu-dung-ve-cau-cung-quanh-nam-khong-bang-ram-thang-gieng-post1823919.tpo,0.8932,0.6078,0.6408,0.1592,0.6795,3041,156.4400,729
https://tienphong.vn/ha-truc-linh-va-cac-nguoi-dep-hoa-hau-viet-nam-du-xuan-mien-di-san-bac-ninh-post1823938.tpo,0.1299,0.1087,0.1001,0.0003,0.5542,4670,11.7100,2377
https://tienphong.vn/nghe-nhac-trinh-ben-dong-song-huong-post1823845.tpo,0.3311,0.2681,0.2300,0.0378,0.6115,5765,31.1400,1485
https://tienphong.vn/nsnd-trinh-thuy-mui-ung-cu-dai-bieu-quoc-hoi-khoa-xiv-post1823930.tpo,0.2120,0.1772,0.1682,0.0106,0.5684,5322,19.3600,1820
https://tienphong.vn/nhan-sac-chi-hai-quan-ho-don-tim-du-khach-tai-hoi-lim-post1823900.tpo,0.8321,0.5385,0.4885,0.1256,0.5903,3191,119.7000,761
https://tienphong.vn/bao-han-kinh-ngac-viet-nam-post1823892.tpo,0.2286,0.1885,0.1575,0.0079,0.5992,5025,19.7700,1718
https://tienphong.vn/hang-nghin-nguoi-do-ve-dinh-van-noi-ruoc-lua-thieng-ve-nha-luc-nua-dem-post1823877.tpo,0.2091,0.1749,0.1486,0.0043,0.6224,4297,19.1100,1355
https://tienphong.vn/le-ruoc-co-ba-cho-duoc-trong-dem-post1823791.tpo,0.2356,0.1970,0.1700,0.0055,0.5692,7348,19.5000,2004
https://tienphong.vn/le-hoi-cau-ngu-hon-500-nam-tuoi-o-hue-post1823789.tpo,,,,,,,,
https://tienphong.vn/ngoi-dinh-co-2-sac-phong-vua-ban-giua-song-tien-post1822693.tpo,0.8788,0.6020,0.5556,0.1345,0.6495,4393,149.4900,717
https://tienphong.vn/cu-ba-104-tuoi-o-ha-tinh-chia-se-bi-quyet-song-khoe-post1822624.tpo,0.0973,0.0850,0.0805,0.0000,0.5836,4134,8.6800,2322
